number,review_title,reviewed_at,reviewed_by,images,crawled_at,url,hotel_name,hotel_url,nationality,rating,review_text,raw_review_text,tags,meta
589,Exceptional,10-Nov-19,Tomislav,,25-00-2023,https://www.booking.com/reviews/be/hotel/alfainn.en-gb.html?label=gen173nr-1DCA0oFUIHYWxmYWlubkgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCnarXhwbAAgHSAiQ0NGY3OTI0Zi0xMmYyLTQzMWEtOTk4MC02OGY4YzgyZmY5OGbYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,Alfa Inn,https://www.booking.com/hotel/be/alfainn.en-gb.html?label=gen173nr-1DCA0oFUIHYWxmYWlubkgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCnarXhwbAAgHSAiQ0NGY3OTI0Zi0xMmYyLTQzMWEtOTk4MC02OGY4YzgyZmY5OGbYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,Slovenia,9.6,"We liked everything.,

Everything was as it should be. Staff friendly (both during the communication before arriving and on location), facilities are clean, breakfast has something for everyone.Although check-in is officially after 14.00, we were able to park and check-in at 10.30, which allowed us more free time to explore the town.They also have a nice small children's play area in the lounge, which is nice for families with small kids.","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">We liked everything.</span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">Everything was as it should be. Staff friendly (both during the communication before arriving and on location), facilities are clean, breakfast has something for everyone.Although check-in is officially after 14.00, we were able to park and check-in at 10.30, which allowed us more free time to explore the town.They also have a nice small children's play area in the lounge, which is nice for families with small kids.</span></p>",Leisure trip~Family with young children~Special Offer - Double Room~Stayed 1 night,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
590,Very good,03-Nov-18,Adel,,02-00-2024,https://www.booking.com/reviews/by/hotel/comfort.en-gb.html?label=gen173nr-1DCA0oJUIHY29tZm9ydEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCm6rXhwbAAgHSAiQ3MDZjNWFiMi00NGM4LTQyZDEtYTA2Yi03Y2RiNzNhNTRjYznYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,Complex Comfort,https://www.booking.com/hotel/by/comfort.en-gb.html?label=gen173nr-1DCA0oJUIHY29tZm9ydEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCm6rXhwbAAgHSAiQ3MDZjNWFiMi00NGM4LTQyZDEtYTA2Yi03Y2RiNzNhNTRjYznYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,Saudi Arabia,8.3,"It is quite area, secured and the flat is big enough and comfortable. The staff at the reception were helpful and friendly especially Valantina if l spilled her name correctly. ,

I fore sure visit this hotel 🏨 apartments again","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">It is quite area, secured and the flat is big enough and comfortable. The staff at the reception were helpful and friendly especially Valantina if l spilled her name correctly. </span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">I fore sure visit this hotel 🏨 apartments again</span></p>",Leisure trip~People with friends~One-Bedroom Apartment~Stayed 5 nights~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
591,Pleasant,01-Oct-19,Pol,,15-00-2022,https://www.booking.com/reviews/be/hotel/ibisbrusselsairport.en-gb.html?label=gen173nr-1DCA0oFUITaWJpc2JydXNzZWxzYWlycG9ydEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCmqrXhwbAAgHSAiQ2ODIzNjNjNC00M2MyLTQyMzctODdhZS0yMWM5M2JkOGQyNWTYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,ibis Hotel Brussels Airport,https://www.booking.com/hotel/be/ibisbrusselsairport.en-gb.html?label=gen173nr-1DCA0oFUITaWJpc2JydXNzZWxzYWlycG9ydEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCmqrXhwbAAgHSAiQ2ODIzNjNjNC00M2MyLTQyMzctODdhZS0yMWM5M2JkOGQyNWTYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,Luxembourg,6.0,"Outdated but clean room,

Clean hotel, friendly staff","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">Outdated but clean room</span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">Clean hotel, friendly staff</span></p>",Business trip~Solo traveller~Standard Double Room~Stayed 1 night~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
592,Very nice!!,13-Jul-21,Steven,,03-00-2023,https://www.booking.com/reviews/be/hotel/eden-ardenne.en-gb.html?label=gen173nr-1DCA0oFUIMZWRlbi1hcmRlbm5lSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAK4qteHBsACAdICJGZlZWFhMWI2LWU0YmQtNDNmMS05Y2E2LWJlODg4YjdkMzc3MdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,Hotel Eden Ardenne,https://www.booking.com/hotel/be/eden-ardenne.en-gb.html?label=gen173nr-1DCA0oFUIMZWRlbi1hcmRlbm5lSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAK4qteHBsACAdICJGZlZWFhMWI2LWU0YmQtNDNmMS05Y2E2LWJlODg4YjdkMzc3MdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,Belgium,8.0,"The drain from the sink was a bit stuffed...,

All went very well!!Ask for a room lakeside!!Fantastic view!!","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">The drain from the sink was a bit stuffed...</span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">All went very well!!Ask for a room lakeside!!Fantastic view!!</span></p>",Leisure trip~Family with young children~Triple Room~Stayed 1 night,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
593,"Great, great, great….",01-Jul-21,Benoit,,21-00-2021,https://www.booking.com/reviews/be/hotel/la-roseraie-gaume-ardenne-lacuisine-sur-semois.en-gb.html?label=gen173nr-1DCA0oFUIubGEtcm9zZXJhaWUtZ2F1bWUtYXJkZW5uZS1sYWN1aXNpbmUtc3VyLXNlbW9pc0gzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCuKrXhwbAAgHSAiRlZmZlZTcyMS1hMWQ5LTQwMDAtOTViOS04Mjc5MzU5MGQ0ODXYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,La Roseraie. Gaume-Ardenne-lacuisine sur Semois.,https://www.booking.com/hotel/be/la-roseraie-gaume-ardenne-lacuisine-sur-semois.en-gb.html?label=gen173nr-1DCA0oFUIubGEtcm9zZXJhaWUtZ2F1bWUtYXJkZW5uZS1sYWN1aXNpbmUtc3VyLXNlbW9pc0gzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCuKrXhwbAAgHSAiRlZmZlZTcyMS1hMWQ5LTQwMDAtOTViOS04Mjc5MzU5MGQ0ODXYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,Belgium,9.0,"The bed mattress was too soft for me. But that’s a personal choice. I prefer it hard to keep my spine horizontal.,

This is the magical place, with a very nice room with a view on the Semois. The food was superb, the breakfast with a the energy for your day trip.","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">The bed mattress was too soft for me. But that’s a personal choice. I prefer it hard to keep my spine horizontal.</span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">This is the magical place, with a very nice room with a view on the Semois. The food was superb, the breakfast with a the energy for your day trip. </span></p>",Leisure trip~Solo traveller~Grand Comfort Room~Stayed 1 night~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
594,"Great location, friendly staff, good prise",27-Feb-19,James,,27-00-2022,https://www.booking.com/reviews/be/hotel/infotel.en-gb.html?label=gen173nr-1DCA0oFUIHaW5mb3RlbEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCtqrXhwbAAgHSAiQyMmZjNDEyOC05NjliLTQ3MWEtODFkZS1hNzUzYWZmMzYxODTYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,Infotel,https://www.booking.com/hotel/be/infotel.en-gb.html?label=gen173nr-1DCA0oFUIHaW5mb3RlbEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCtqrXhwbAAgHSAiQyMmZjNDEyOC05NjliLTQ3MWEtODFkZS1hNzUzYWZmMzYxODTYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,Ireland,9.6,"Nothing,

Great location,","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">Nothing</span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">Great location,</span></p>",Business trip~Solo traveller~Executive Studio~Stayed 1 night,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
595,Very good,23-Jul-19,Arja,,08-00-2023,https://www.booking.com/reviews/be/hotel/fleurs-sauvages.en-gb.html?label=gen173nr-1DCA0oFUIPZmxldXJzLXNhdXZhZ2VzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAK1qteHBsACAdICJGM0OTZhNmU5LTc3MGUtNDJkMi04NDA4LWQ0YWRjYzAxZDg5ZtgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,Fleurs-Sauvages,https://www.booking.com/hotel/be/fleurs-sauvages.en-gb.html?label=gen173nr-1DCA0oFUIPZmxldXJzLXNhdXZhZ2VzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAK1qteHBsACAdICJGM0OTZhNmU5LTc3MGUtNDJkMi04NDA4LWQ0YWRjYzAxZDg5ZtgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,Belgium,9.6,"I missed to have a water cooker in the room.,

The breakfast was excellent. The owners were very nice and helpful.","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">I missed to have a water cooker in the room.</span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">The breakfast was excellent. The owners were very nice and helpful.</span></p>",With a pet~Leisure trip~Solo traveller~Double Room with Private Bathroom~Stayed 5 nights,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
596,Exceptional,05-Jul-21,Ioana,,22-00-2021,https://www.booking.com/reviews/be/hotel/hoeve-de-zuidhoek.en-gb.html?label=gen173nr-1DCA0oFUIRaG9ldmUtZGUtenVpZGhvZWtIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4Aqqq14cGwAIB0gIkYzgzMDc1MGUtYmI1MS00OWQxLWJkYWMtNGUzOWRlN2EzMWJm2AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,Hoeve De Zuidhoek,https://www.booking.com/hotel/be/hoeve-de-zuidhoek.en-gb.html?label=gen173nr-1DCA0oFUIRaG9ldmUtZGUtenVpZGhvZWtIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4Aqqq14cGwAIB0gIkYzgzMDc1MGUtYmI1MS00OWQxLWJkYWMtNGUzOWRlN2EzMWJm2AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862,Luxembourg,10.0,There are no comments available for this review,"<p class=""review_none""><em>There are no comments available for this review</em></p>",Leisure trip~Family with young children~Holiday Home~Stayed 3 nights~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
597,Exceptional,02-Sep-20,Anonymous,,30-00-2024,https://www.booking.com/reviews/be/hotel/duinenwachter.en-gb.html?label=gen173nr-1DCA0oFUINZHVpbmVud2FjaHRlckgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCqarXhwbAAgHSAiQ2ODNjNjE2ZC1hZGRhLTRlMzgtOTQ4OC1hZTM1YmVkZGYxMzDYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,Duinenwachter,https://www.booking.com/hotel/be/duinenwachter.en-gb.html?label=gen173nr-1DCA0oFUINZHVpbmVud2FjaHRlckgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCqarXhwbAAgHSAiQ2ODNjNjE2ZC1hZGRhLTRlMzgtOTQ4OC1hZTM1YmVkZGYxMzDYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,Belgium,10.0,"We saw nobody. All contacts done through mails. Some like it other less.,

Very nice flat super well organised on ground floor. Very well located in the town. 
Owners are very reactive to requests.","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">We saw nobody. All contacts done through mails. Some like it other less.</span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">Very nice flat super well organised on ground floor. Very well located in the town. 
Owners are very reactive to requests.</span></p>",Leisure trip~Family with young children~Apartment~Stayed 2 nights~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
598,Exceptional,23-Dec-18,Vladislavverpatov,,16-00-2022,https://www.booking.com/reviews/be/hotel/antwerp-harbour.en-gb.html?label=gen173nr-1DCA0oFUIPYW50d2VycC1oYXJib3VySDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALzqdeHBsACAdICJGE0NGIwMjdjLTVkMzQtNDQwMy1hMjhjLWI1MjljZTMwNjM4ZNgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=2;r_lang=en;rows=75&,Antwerp Harbour Hotel,https://www.booking.com/hotel/be/antwerp-harbour.en-gb.html?label=gen173nr-1DCA0oFUIPYW50d2VycC1oYXJib3VySDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALzqdeHBsACAdICJGE0NGIwMjdjLTVkMzQtNDQwMy1hMjhjLWI1MjljZTMwNjM4ZNgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,Russia,10.0,"A bit far from the old city.  You need to take a bus or bycicle,

Very good","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">A bit far from the old city.  You need to take a bus or bycicle</span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">Very good</span></p>",Business trip~Solo traveller~Standard Twin Room~Stayed 1 night~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
